CAFRA.g11490.t1	75f9c620fea5e3870cc98753e80c7b35	1045	Pfam	PF02171	Piwi domain	704	1003	9.4E-116	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g11490.t1	75f9c620fea5e3870cc98753e80c7b35	1045	Pfam	PF02170	PAZ domain	432	550	3.8E-25	T	22-10-2021	IPR003100	PAZ domain
CAFRA.g11490.t1	75f9c620fea5e3870cc98753e80c7b35	1045	Pfam	PF16488	Argonaute linker 2 domain	560	606	4.1E-13	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CAFRA.g11490.t1	75f9c620fea5e3870cc98753e80c7b35	1045	Pfam	PF08699	Argonaute linker 1 domain	329	411	4.7E-19	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CAFRA.g11490.t1	75f9c620fea5e3870cc98753e80c7b35	1045	Pfam	PF16486	N-terminal domain of argonaute	189	319	3.1E-25	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CAFRA.g11490.t1	75f9c620fea5e3870cc98753e80c7b35	1045	Pfam	PF16487	Mid domain of argonaute	616	697	5.9E-32	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CAFRA.g3367.t1	a666996ee3345eeec257b06f947a2c5f	947	Pfam	PF02171	Piwi domain	579	905	3.5E-75	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g3367.t1	a666996ee3345eeec257b06f947a2c5f	947	Pfam	PF02170	PAZ domain	327	424	9.1E-14	T	22-10-2021	IPR003100	PAZ domain
CAFRA.g13575.t1	2b7e649d280129fc6350c154165bd695	1089	Pfam	PF02171	Piwi domain	732	1046	6.7E-67	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g8053.t1	836887fb584b851ebd87845b3d61f20c	928	Pfam	PF02171	Piwi domain	580	885	2.2E-78	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g8053.t1	836887fb584b851ebd87845b3d61f20c	928	Pfam	PF02170	PAZ domain	324	424	9.8E-16	T	22-10-2021	IPR003100	PAZ domain
CAFRA.g12289.t1	b687e182034d3d53477df4267a103a6c	851	Pfam	PF02171	Piwi domain	516	812	2.3E-47	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g10248.t1	483740f695b3b5a987d0bd973a26d9c6	885	Pfam	PF02170	PAZ domain	309	413	4.5E-10	T	22-10-2021	IPR003100	PAZ domain
CAFRA.g10248.t1	483740f695b3b5a987d0bd973a26d9c6	885	Pfam	PF02171	Piwi domain	558	848	2.6E-48	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g1809.t1	70a43c3ff38279c0aca464309b2e864c	1039	Pfam	PF16487	Mid domain of argonaute	569	645	9.8E-7	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CAFRA.g1809.t1	70a43c3ff38279c0aca464309b2e864c	1039	Pfam	PF08699	Argonaute linker 1 domain	264	304	2.2E-9	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CAFRA.g1809.t1	70a43c3ff38279c0aca464309b2e864c	1039	Pfam	PF16486	N-terminal domain of argonaute	95	233	1.6E-13	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CAFRA.g1809.t1	70a43c3ff38279c0aca464309b2e864c	1039	Pfam	PF16488	Argonaute linker 2 domain	510	556	3.6E-9	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CAFRA.g1809.t1	70a43c3ff38279c0aca464309b2e864c	1039	Pfam	PF02170	PAZ domain	385	499	4.7E-12	T	22-10-2021	IPR003100	PAZ domain
CAFRA.g1809.t1	70a43c3ff38279c0aca464309b2e864c	1039	Pfam	PF02171	Piwi domain	658	964	8.6E-112	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g7021.t1	08ed784de5a2dfbdf1c8ddaa8c8bec71	976	Pfam	PF02171	Piwi domain	600	920	6.9E-43	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g7452.t1	f88559dc3dcecb555b31b31cefa5aa79	891	Pfam	PF02171	Piwi domain	544	845	3.8E-100	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g7452.t1	f88559dc3dcecb555b31b31cefa5aa79	891	Pfam	PF16487	Mid domain of argonaute	455	535	2.3E-18	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CAFRA.g7452.t1	f88559dc3dcecb555b31b31cefa5aa79	891	Pfam	PF16488	Argonaute linker 2 domain	396	442	6.3E-12	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CAFRA.g7452.t1	f88559dc3dcecb555b31b31cefa5aa79	891	Pfam	PF08699	Argonaute linker 1 domain	190	245	6.2E-11	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CAFRA.g7452.t1	f88559dc3dcecb555b31b31cefa5aa79	891	Pfam	PF16486	N-terminal domain of argonaute	51	156	4.9E-17	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CAFRA.g7452.t1	f88559dc3dcecb555b31b31cefa5aa79	891	Pfam	PF02170	PAZ domain	267	386	2.6E-20	T	22-10-2021	IPR003100	PAZ domain
CAFRA.g13517.t1	b058f49f68944f079a1ac30a9894f9e6	1012	Pfam	PF02171	Piwi domain	611	969	9.3E-64	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g3918.t1	cf4295354e7542cb9ea599a5eb832430	900	Pfam	PF02171	Piwi domain	570	874	8.1E-79	T	22-10-2021	IPR003165	Piwi domain
CAFRA.g3918.t1	cf4295354e7542cb9ea599a5eb832430	900	Pfam	PF16488	Argonaute linker 2 domain	424	470	3.0E-13	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CAFRA.g3918.t1	cf4295354e7542cb9ea599a5eb832430	900	Pfam	PF16486	N-terminal domain of argonaute	76	188	1.0E-10	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CAFRA.g3918.t1	cf4295354e7542cb9ea599a5eb832430	900	Pfam	PF08699	Argonaute linker 1 domain	219	277	6.0E-12	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CAFRA.g3918.t1	cf4295354e7542cb9ea599a5eb832430	900	Pfam	PF02170	PAZ domain	299	414	2.2E-22	T	22-10-2021	IPR003100	PAZ domain
CAFRA.g3918.t1	cf4295354e7542cb9ea599a5eb832430	900	Pfam	PF16487	Mid domain of argonaute	483	561	1.8E-23	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CANGA.Cang_2012_03_13_00128.g5115.t1	9f310e652e506e6cb8a28b2f47c2ab15	875	Pfam	PF02171	Piwi domain	521	837	5.0E-45	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_02387.g17134.t1	5315ef3da37c136050b97a70510e6b4e	572	Pfam	PF02171	Piwi domain	198	525	1.1E-73	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00064.g3111.t2	7956c8ea04411cf0625c50f840dc98b7	972	Pfam	PF02171	Piwi domain	589	936	9.1E-61	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00293.g8643.t1	23546089e7c41c7bbe12d09320aff9d8	863	Pfam	PF02171	Piwi domain	491	827	3.1E-64	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00241.g7696.t1	ef949e56e587470904233355b038e5bc	1119	Pfam	PF02171	Piwi domain	800	1075	3.0E-53	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00138.g5371.t1	d85580fc4a3d61fc232044aaf57517fa	964	Pfam	PF02170	PAZ domain	320	425	9.3E-11	T	22-10-2021	IPR003100	PAZ domain
CANGA.Cang_2012_03_13_00138.g5371.t1	d85580fc4a3d61fc232044aaf57517fa	964	Pfam	PF02171	Piwi domain	593	916	1.1E-70	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00350.g9593.t1	a231ea57460a07c9752ef4b67635f8e1	690	Pfam	PF16486	N-terminal domain of argonaute	141	271	1.6E-25	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CANGA.Cang_2012_03_13_00350.g9593.t1	a231ea57460a07c9752ef4b67635f8e1	690	Pfam	PF02170	PAZ domain	365	484	3.3E-25	T	22-10-2021	IPR003100	PAZ domain
CANGA.Cang_2012_03_13_00350.g9593.t1	a231ea57460a07c9752ef4b67635f8e1	690	Pfam	PF16488	Argonaute linker 2 domain	493	539	2.4E-13	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CANGA.Cang_2012_03_13_00350.g9593.t1	a231ea57460a07c9752ef4b67635f8e1	690	Pfam	PF08699	Argonaute linker 1 domain	281	344	8.0E-22	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CANGA.Cang_2012_03_13_00350.g9593.t1	a231ea57460a07c9752ef4b67635f8e1	690	Pfam	PF02171	Piwi domain	561	648	1.7E-38	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00379.g10031.t1	8fd374f63f4ca756af84227ec6462b87	830	Pfam	PF02170	PAZ domain	332	438	4.7E-16	T	22-10-2021	IPR003100	PAZ domain
CANGA.Cang_2012_03_13_00379.g10031.t1	8fd374f63f4ca756af84227ec6462b87	830	Pfam	PF02171	Piwi domain	696	790	2.1E-29	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00379.g10031.t1	8fd374f63f4ca756af84227ec6462b87	830	Pfam	PF02171	Piwi domain	588	675	5.4E-13	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00035.g2005.t1	e115a244feeb84655085f017a0fa874c	1009	Pfam	PF02171	Piwi domain	661	964	5.3E-68	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00550.g12130.t2	3efd40b7e946328aa8b2cfbc2f61f511	895	Pfam	PF16487	Mid domain of argonaute	516	593	2.9E-22	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CANGA.Cang_2012_03_13_00550.g12130.t2	3efd40b7e946328aa8b2cfbc2f61f511	895	Pfam	PF02171	Piwi domain	780	869	2.3E-31	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00550.g12130.t2	3efd40b7e946328aa8b2cfbc2f61f511	895	Pfam	PF02171	Piwi domain	602	775	7.2E-24	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00550.g12130.t2	3efd40b7e946328aa8b2cfbc2f61f511	895	Pfam	PF16486	N-terminal domain of argonaute	114	237	1.3E-10	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CANGA.Cang_2012_03_13_00550.g12130.t2	3efd40b7e946328aa8b2cfbc2f61f511	895	Pfam	PF08699	Argonaute linker 1 domain	251	309	6.7E-13	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CANGA.Cang_2012_03_13_00550.g12130.t2	3efd40b7e946328aa8b2cfbc2f61f511	895	Pfam	PF02170	PAZ domain	331	446	5.9E-20	T	22-10-2021	IPR003100	PAZ domain
CANGA.Cang_2012_03_13_00550.g12130.t2	3efd40b7e946328aa8b2cfbc2f61f511	895	Pfam	PF16488	Argonaute linker 2 domain	456	502	5.8E-9	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF12738	twin BRCT domain	395	457	1.8E-14	T	22-10-2021	IPR001357	BRCT domain
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF02171	Piwi domain	1497	1819	2.1E-61	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF16770	Regulator of Ty1 transposition protein 107 BRCT domain	1017	1105	4.2E-9	T	22-10-2021	IPR001357	BRCT domain
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	288	361	2.6E-6	T	22-10-2021	IPR001357	BRCT domain
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF14956	Domain of unknown function (DUF4505)	5	167	9.9E-55	T	22-10-2021	IPR028108	Protein of unknown function DUF4505
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF02170	PAZ domain	1236	1337	5.9E-17	T	22-10-2021	IPR003100	PAZ domain
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF16589	BRCT domain, a BRCA1 C-terminus domain	589	676	3.1E-7	T	22-10-2021	IPR001357	BRCT domain
CANGA.Cang_2012_03_13_00292.g8629.t1	408131688d8ad9ae5e8bfbee4ae09f90	1861	Pfam	PF16589	BRCT domain, a BRCA1 C-terminus domain	725	803	1.9E-9	T	22-10-2021	IPR001357	BRCT domain
CANGA.Cang_2012_03_13_00833.g14469.t1	e5473eff75c881635fcbc13c147646d0	891	Pfam	PF02171	Piwi domain	550	852	2.6E-50	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00832.g14459.t2	ae12efd987a3f3212a13d9e7f05a6a27	640	Pfam	PF02170	PAZ domain	284	391	1.2E-7	T	22-10-2021	IPR003100	PAZ domain
CANGA.Cang_2012_03_13_00832.g14459.t2	ae12efd987a3f3212a13d9e7f05a6a27	640	Pfam	PF02171	Piwi domain	551	631	6.3E-12	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00896.g14809.t3	4f47ad3c41d844f95dc294a079141bf1	666	Pfam	PF02171	Piwi domain	528	618	9.1E-28	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00896.g14809.t3	4f47ad3c41d844f95dc294a079141bf1	666	Pfam	PF02171	Piwi domain	342	515	2.6E-29	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00896.g14809.t3	4f47ad3c41d844f95dc294a079141bf1	666	Pfam	PF02170	PAZ domain	34	132	3.3E-13	T	22-10-2021	IPR003100	PAZ domain
CANGA.Cang_2012_03_13_00048.g2550.t1	f2146971826782583ecd25c49b5f54d4	827	Pfam	PF02171	Piwi domain	505	812	1.5E-74	T	22-10-2021	IPR003165	Piwi domain
CANGA.Cang_2012_03_13_00048.g2550.t1	f2146971826782583ecd25c49b5f54d4	827	Pfam	PF02170	PAZ domain	235	359	1.2E-23	T	22-10-2021	IPR003100	PAZ domain
CASTR.g13396.t1	12573b20971ccaefd3c5cd43184d9155	982	Pfam	PF02171	Piwi domain	641	940	1.7E-114	T	22-10-2021	IPR003165	Piwi domain
CASTR.g13396.t1	12573b20971ccaefd3c5cd43184d9155	982	Pfam	PF16487	Mid domain of argonaute	553	634	1.5E-31	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CASTR.g13396.t1	12573b20971ccaefd3c5cd43184d9155	982	Pfam	PF16488	Argonaute linker 2 domain	497	543	3.8E-13	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CASTR.g13396.t1	12573b20971ccaefd3c5cd43184d9155	982	Pfam	PF16486	N-terminal domain of argonaute	146	276	6.2E-24	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CASTR.g13396.t1	12573b20971ccaefd3c5cd43184d9155	982	Pfam	PF08699	Argonaute linker 1 domain	286	348	8.7E-22	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CASTR.g13396.t1	12573b20971ccaefd3c5cd43184d9155	982	Pfam	PF02170	PAZ domain	369	487	7.9E-23	T	22-10-2021	IPR003100	PAZ domain
CASTR.g2934.t1	b7206f4fb9a85cb84f36bb44e8c4b9a4	1051	Pfam	PF16488	Argonaute linker 2 domain	527	573	1.2E-8	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CASTR.g2934.t1	b7206f4fb9a85cb84f36bb44e8c4b9a4	1051	Pfam	PF08699	Argonaute linker 1 domain	275	319	9.1E-10	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CASTR.g2934.t1	b7206f4fb9a85cb84f36bb44e8c4b9a4	1051	Pfam	PF02171	Piwi domain	675	981	1.2E-109	T	22-10-2021	IPR003165	Piwi domain
CASTR.g2934.t1	b7206f4fb9a85cb84f36bb44e8c4b9a4	1051	Pfam	PF16486	N-terminal domain of argonaute	110	248	8.0E-14	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CASTR.g2934.t1	b7206f4fb9a85cb84f36bb44e8c4b9a4	1051	Pfam	PF02170	PAZ domain	402	516	6.0E-12	T	22-10-2021	IPR003100	PAZ domain
CASTR.g1133.t1	f6b5d9d4ef14c9f3c146ad92dcc70684	943	Pfam	PF02171	Piwi domain	568	910	5.3E-60	T	22-10-2021	IPR003165	Piwi domain
CASTR.g12838.t1	d19ed515360e06fcd662d70e3128a4eb	896	Pfam	PF02171	Piwi domain	547	835	3.2E-57	T	22-10-2021	IPR003165	Piwi domain
CASTR.g4605.t1	3dc14f99e363b0455b78620b020b4da3	1144	Pfam	PF02171	Piwi domain	788	1102	9.4E-54	T	22-10-2021	IPR003165	Piwi domain
CASTR.g1747.t1	139aaf56d3e45a76fa262aa320266bb2	934	Pfam	PF02170	PAZ domain	329	441	2.4E-18	T	22-10-2021	IPR003100	PAZ domain
CASTR.g1747.t1	139aaf56d3e45a76fa262aa320266bb2	934	Pfam	PF02171	Piwi domain	590	895	1.3E-76	T	22-10-2021	IPR003165	Piwi domain
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF00628	PHD-finger	1437	1480	1.1E-10	T	22-10-2021	IPR019787	Zinc finger, PHD-finger
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF00628	PHD-finger	1375	1418	2.4E-8	T	22-10-2021	IPR019787	Zinc finger, PHD-finger
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF00271	Helicase conserved C-terminal domain	2056	2165	2.7E-19	T	22-10-2021	IPR001650	Helicase, C-terminal
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF00176	SNF2 family N-terminal domain	1743	2025	1.0E-57	T	22-10-2021	IPR000330	SNF2, N-terminal
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF02170	PAZ domain	397	507	2.9E-11	T	22-10-2021	IPR003100	PAZ domain
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF00385	Chromo (CHRromatin Organisation MOdifier) domain	1610	1658	7.8E-8	T	22-10-2021	IPR023780	Chromo domain
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF08074	CHDCT2 (NUC038) domain	2618	2748	2.4E-58	T	22-10-2021	IPR012957	CHD, C-terminal 2
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF06465	Domain of Unknown Function (DUF1087)	2299	2359	1.2E-25	T	22-10-2021	IPR009463	Domain of unknown function DUF1087
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF08073	CHDNT (NUC034) domain	1205	1258	7.4E-19	T	22-10-2021	IPR012958	CHD, N-terminal
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF06461	Domain of Unknown Function (DUF1086)	2394	2527	4.3E-53	T	22-10-2021	IPR009462	Domain of unknown function DUF1086
CASTR.g1001.t1	00070313c9775567bb73bb7c35ca99f0	2927	Pfam	PF02171	Piwi domain	672	1003	1.2E-69	T	22-10-2021	IPR003165	Piwi domain
CASTR.g4027.t1	36533d34f96615b4dc9f0d08ad5083ee	864	Pfam	PF02171	Piwi domain	506	826	7.8E-46	T	22-10-2021	IPR003165	Piwi domain
CASTR.g4988.t1	43db94f11f4f90325235c71505031ac4	885	Pfam	PF16487	Mid domain of argonaute	470	548	4.8E-22	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CASTR.g4988.t1	43db94f11f4f90325235c71505031ac4	885	Pfam	PF08699	Argonaute linker 1 domain	206	264	9.9E-13	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CASTR.g4988.t1	43db94f11f4f90325235c71505031ac4	885	Pfam	PF02171	Piwi domain	556	859	1.9E-77	T	22-10-2021	IPR003165	Piwi domain
CASTR.g4988.t1	43db94f11f4f90325235c71505031ac4	885	Pfam	PF02170	PAZ domain	293	400	4.4E-23	T	22-10-2021	IPR003100	PAZ domain
CASTR.g4988.t1	43db94f11f4f90325235c71505031ac4	885	Pfam	PF16488	Argonaute linker 2 domain	410	456	3.5E-9	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CASTR.g4988.t1	43db94f11f4f90325235c71505031ac4	885	Pfam	PF16486	N-terminal domain of argonaute	68	193	3.9E-9	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CBECE.CSP29.g15044.t2	5e6d1f704ea6861046ec63c2b602dff1	1008	Pfam	PF02171	Piwi domain	667	966	1.2E-114	T	22-10-2021	IPR003165	Piwi domain
CBECE.CSP29.g15044.t2	5e6d1f704ea6861046ec63c2b602dff1	1008	Pfam	PF16488	Argonaute linker 2 domain	523	569	3.9E-13	T	22-10-2021	IPR032472	Argonaute linker 2 domain
CBECE.CSP29.g15044.t2	5e6d1f704ea6861046ec63c2b602dff1	1008	Pfam	PF08699	Argonaute linker 1 domain	304	374	5.0E-21	T	22-10-2021	IPR014811	Argonaute, linker 1 domain
CBECE.CSP29.g15044.t2	5e6d1f704ea6861046ec63c2b602dff1	1008	Pfam	PF16486	N-terminal domain of argonaute	164	294	8.9E-25	T	22-10-2021	IPR032474	Protein argonaute, N-terminal
CBECE.CSP29.g15044.t2	5e6d1f704ea6861046ec63c2b602dff1	1008	Pfam	PF16487	Mid domain of argonaute	579	659	9.7E-32	T	22-10-2021	IPR032473	Protein argonaute, Mid domain
CBECE.CSP29.g15044.t2	5e6d1f704ea6861046ec63c2b602dff1	1008	Pfam	PF02170	PAZ domain	395	513	2.4E-25	T	22-10-2021	IPR003100	PAZ domain
CBECE.CSP29.g19371.t1	5259958962fbb6010bda13a1f6eb6d76	1088	Pfam	PF02171	Piwi domain	733	1045	3.6E-61	T	22-10-2021	IPR003165	Piwi domain
CBECE.CSP29.g21944.t1	a892110fd10ec8de1b6888ec2a455f07	931	Pfam	PF02171	Piwi domain	583	889	1.0E-81	T	22-10-2021	IPR003165	Piwi domain
CBECE.CSP29.g21944.t1	a892110fd10ec8de1b6888ec2a455f07	931	Pfam	PF02170	PAZ domain	326	433	2.4E-15	T	22-10-2021	IPR003100	PAZ domain
CBECE.CSP29.g20716.t1	569ee82966c228400cbfa1a29d6fd56e	1098	Pfam	PF02170	PAZ domain	459	562	3.9E-13	T	22-10-2021	IPR003100	PAZ domain
CBECE.CSP29.g20716.t1	569ee82966c228400cbfa1a29d6fd56e	1098	Pfam	PF02171	Piwi domain	719	1044	1.4E-80	T	22-10-2021	IPR003165	Piwi domain
CBECE.CSP29.g19883.t1	9d04e61d057b572f3ea94e12d3215449	991	Pfam	PF02171	Piwi domain	608	954	4.8E-63	T	22-10-2021	IPR003165	Piwi domain
CBECE.CSP29.g19209.t1	4d0e71cd6ea55819659a532b6205b5d9	1113	Pfam	PF02170	PAZ domain	460	577	4.4E-15	T	22-10-2021	IPR003100	PAZ domain
CBECE.CSP29.g19209.t1	4d0e71cd6ea55819659a532b6205b5d9	1113	Pfam	PF02171	Piwi domain	732	1057	2.4E-88	T	22-10-2021	IPR003165	Piwi domain
CBECE.CSP29.g9804.t1	9d041faf49d89021cc57caf366c2b904	1111	Pfam	PF02171	Piwi domain	756	1068	1.7E-61	T	22-10-2021	IPR003165	Piwi domain
CBECE.CSP29.g4845.t1	474778df0ff96d6048ab9e885ab5496f	955	Pfam	PF02170	PAZ domain	346	450	1.1E-16	T	22-10-2021	IPR003100	PAZ domain
CBECE.CSP29.g4845.t1	474778df0ff96d6048ab9e885ab5496f	955	Pfam	PF02171	Piwi domain	608	914	6.8E-79	T	22-10-2021	IPR003165	Piwi domain
